;LENGTH;BUILD YEAR;TOP SPEED;BEAM;GT;GUESTS;CREW;BROKER;CHARTER;Name:;Yacht Type:;Series, Model, Class:;Builder:;Naval Architect:;Exterior Designer:;Interior Designer:;Length Overall:;Length at Waterline:;Beam:;Max Draught:;Gross Tonnage:;Displacement Tonnage:;Year of Build:;Hull Number:;Hull Type:;Classification:;Max Speed:;Cruising Speed:;Fuel Capacity:;Water Capacity:;Engine Make:;Total power:;Hull:;Superstructure:;Deck:;Guests:;Passenger Rooms:;Master Rooms:;Double Rooms:;Twin Rooms:;Number of Decks:;Range:;;VIP Rooms:;Refits:;Single Rooms:;Triple Rooms:;Yacht Subtype:;Convertible:;Crew bunk beds:;Pullman Beds:;MCA Compliant:;Engine Model;Build time:
263;35.05 m;1994;22 kn;7.32 m;228;10;4;https://www.denisonyachtsales.com/yacht-listings/Columbus-115-Crescent-Tri-deck-Cockpit-1994-Auckland/8945394;;COLUMBUS;Motor Yacht;Tri-Deck Cockpit;Crescent Custom Yachts;Jack Sarin;Jack Sarin;Tom Henderson;35.05 metres;31.2 metres;7.32 metres;1.96 metres;228;140;1994;8/7608;Semi Displacement;;22 kn;18 kn;27065.7 litres;3179.75 litres;MTU;3050hp;Fiberglass;GRP;GRP;10;4;;;;3;2000 nm;@ 12 kn;;2007-01-01,2015-01-01;;;Semi-displacement;;;;;;
264;47.4 m;2009;13 kn;8.35 m;157;8;7;https://www.fraseryachts.com/;;GWEILO;Sail Yacht;;Mengi-Yay;Dykstra Naval Architects;Dykstra Naval Architects;Hakan Ezel;47.4 metres;29.7 metres;8.35 metres;4.7 metres;157;184;2009;;Monohull;RINA;13 kn;11 kn;10000 litres;4000 litres;Caterpillar;;Cold molded;Wood;Teak;8;3;1;1;1;;;;;;;;;;;;;;
265;70.56 m;2002;16 kn;11.04 m;1325;12;21;https://www.fraseryachts.com/;;FORCE BLUE;Motor Yacht;;Royal Denship;;;;70.56 metres;53.19 metres;11.04 metres;3 metres;1325;2251.12;2002;;;LR | RINA;16 kn;12.5 kn;172975 litres;41635 litres;Caterpillar;3700hp;Steel;Aluminium;Teak;12;6;1;4;1;4;8000 nm;@ 12 kn;;2005-01-01,2022-07-05,2023-06-18,2019-08-31,2020-09-29;;;;;;;;;
266;31.4 m;2008;28 kn;7.4 m;193;10;5;https://atalantamarine.com/yacht/azimut-105/;;AZIMUT 105;Motor Yacht;105;Azimut;;;;31.4 metres;25.94 metres;7.4 metres;1.97 metres;193;122;2008;105/25;Deep V / Planing;;28 kn;25 kn;16400 litres;2500 litres;MTU;4432hp;GRP;GRP;Teak;10;4;1;2;2;2;700 nm;@ 14 kn;1;;;;;;;;;;
267;41.15 m;2008;17 kn;8 m;39.9;12;7;https://www.fraseryachts.com/;;STATUS QUO;Motor Yacht;Premier 130;Horizon;;Gregory C. Marshall;Juan-Carlos Espinosa;41.15 metres;34.8 metres;8 metres;2.13 metres;39.9;240;2008;130-014;Semi Displacement;DNV;17 kn;14 kn;41640 litres;5300 litres;Caterpillar;3650hp;GRP;GRP;Teak;12;6;1;3;2;3;4000 nm;@ 10 kn;1;2016-01-01;;;;;;;;;
268;37.8 m;1999;24 kn;8.38 m;280;10;5;https://www.rjcyachts.com/featured-yachts-for-sale/1999-christensen-124-raised-pilothouse-reflections_649;;REFLECTIONS;Motor Yacht;;Christensen;;;;37.8 metres;33.76 metres;8.38 metres;2.04 metres;280;171;1999;021;Semi Displacement;ABS;24 kn;20 kn;30280 litres;7570 litres;MTU;3600hp;GRP;GRP;GRP,Teak;10;5;1;2;;2;3500 nm;@ 12 kn;2;;;;;;;;;;
269;49.68 m;2008;17.5 kn;9 m;491;12;10;https://www.rjcyachts.com/featured-yachts-for-sale/2008-christensen-163-tri-deck-motor-yacht-lady-elaine_653;;LADY ELAINE;Motor Yacht;;Christensen;;;;49.68 metres;42.64 metres;9 metres;2.4 metres;491;372;2008;032;Semi Displacement;ABS;17.5 kn;16 kn;54882 litres;7570 litres;MTU;3600hp;GRP;GRP;Teak;12;6;1;2;2;3;4300 nm;@ 11 kn;1;;;;;;;;;;
270;34.14 m;2005;28 kn;7.13 m;208;8;5;https://www.rjcyachts.com/featured-yachts-for-sale/2005-westport-112-raised-pilothouse-no-name-112_625;;NO NAME;Motor Yacht;112;Westport;;;;34.14 metres;29.5 metres;7.13 metres;1.68 metres;208;107;2005;7716;Semi Displacement;;28 kn;24 kn;20817 litres;4068 litres;MTU;4000hp;GRP;GRP;GRP,Teak;8;4;1;1;1;2;2500 nm;@ 12 kn;1;2017-01-01;;;;;;;;;
271;39.7 m;2014;38 kn;7.8 m;291;11;5;http://www.burgessyachts.com/;;CRAZY;Motor Yacht;Mangusta 130;Overmarine;;Stefano Righini;;39.7 metres;34 metres;7.8 metres;1.8 metres;291;160;2014;130/18;Deep V / Planing;BV;38 kn;34 kn;24000 litres;3000 litres;MTU;9220hp;GRP;GRP;GRP,Teak;11;4;1;2;1;2;530 nm;@ 34 kn;1;;;;;;;;;;
272;26.82 m;2022;23 kn;7 m;116;8;3;https://www.yacht-zoo.com/yachts/la-sx88/;;LA;Motor Yacht;SX88;Sanlorenzo;;;;26.82 metres;23.4 metres;7 metres;1.7 metres;116;75;2022;85;Semi Displacement;;23 kn;21 kn;9300 litres;2050 litres;Volvo Penta;2400hp;GRP;GRP;Teak;8;4;1;;2;2;1000 nm;@ 10 kn;1;;;;;;;;;;
273;72.8 m;2008;25.5 kn;11.4 m;1467;10;19;https://www.superyachtsmonaco.com/sales/predator/;;PREDATOR;Motor Yacht;;Feadship;;;;72.8 metres;;11.4 metres;3.7 metres;1467;;2008;674;Deep V / Planing;IACS;25.5 kn;20 kn;183000 litres;36000 litres;MTU;23200hp;Steel;Aluminium,GRP;Teak;10;5;1;;;3;;;2;2022-02-28,2020-06-13,2019-10-04;;;;;;;;;
274;47.06 m;2023;16 kn;9 m;490;12;9;https://worldyachtgroup.com/yachts-for-sale/project-artemis/;;PROJECT ARTEMIS;Motor Yacht;;Arkin Pruva;Karataş Yacht Design;Karataş Yacht Design;;47.06 metres;;9 metres;2.5 metres;490;415;2023;;;;16 kn;12 kn;;;MAN D2862;;Steel;Aluminum;;12;6;;;;;3800 nm;@ 12 kn;;;;;Displacement, Expedition Yacht;;;;;;
275;29.26 m;2017;12 kn;7.32 m;199;10;5;https://www.denisonyachtsales.com/yacht-listings/Lacey-Kay-96-Nordhavn-96-2017-West-Palm-Beach-Florida/8873050;;LACEY KAY;Motor Yacht;96;Nordhavn;Nordhavn;Nordhavn;Scott Cole;29.26 metres;26.49 metres;7.32 metres;2.59 metres;199;181;2017;N9612;Full Displacement;ABS;12 kn;10 kn;36245.33 litres;3407 litres;Caterpillar;908hp;Fiberglass;GRP;GRP,Teak;10;5;1;2;1;3;3000 nm;@ 9.5 kn;;;;;Displacement, Expedition Yacht;;;;;;
276;49.99 m;2022;18 kn;9.4 m;499;10;10;https://www.oceanindependence.com/yachts-for-sale/yacht/kinda;;KINDA;Motor Yacht;S502;Tankoa Yachts;;;;49.99 metres;;9.4 metres;2.21 metres;499;391;2022;C106;Semi Displacement;LR;18 kn;16 kn;57300 litres;16200 litres;MTU;2400hp;Aluminium;Aluminium;Teak;10;5;1;2;2;3;4000 nm;@ 11 kn;;;;;;;;;;;
277;35 m;2002;18 kn;7.62 m;247;10;6;https://www.oceanindependence.com/yachts-for-sale/yacht/aquabella;;AQUABELLA;Motor Yacht;Classic 115;Benetti;;;;35 metres;29.44 metres;7.62 metres;1.95 metres;247;190;2002;BC 011;Semi Displacement;;18 kn;16 kn;35000 litres;6500 litres;MTU;2980hp;GRP;GRP;Teak;10;5;1;2;2;3;3200 nm;@ 12 kn;2;;;;;;;;;;
278;33.22 m;2017;42 kn;6.7 m;178;8;3;https://www.oceanindependence.com/yachts-for-sale/yacht/aldebaran-iii;;ALDEBARAN III;Motor Yacht;108;Pershing;;;;33.22 metres;25.84 metres;6.7 metres;1.83 metres;178;;2017;108/05;Deep V / Planing;;42 kn;37 kn;12000 litres;2000 litres;MTU;5276hp;GRP;GRP;Teak;8;4;1;2;1;2;330 nm;@ 37 kn;;;;;;;;;;;
279;39.6 m;2005;26 kn;7.7 m;328;10;8;https://worldyachtgroup.com/yachts-for-sale/bunker/;Price from €130,000 p/w •;BUNKER;Motor Yacht;128;CRN;;;;39.6 metres;34.55 metres;7.7 metres;2.3 metres;328;210;2005;128/02;Semi Displacement;RINA;26 kn;23 kn;29800 litres;5000 litres;MTU;5550hp;GRP;GRP;Teak;10;5;1;2;2;3;760 nm;@ 23 kn;;;;;;;;;;;
280;22.2 m;2010;;;;;;https://www.alliedmarine.com/used-yachts-for-sale/2010-donzi-r73-sportfish-one-more-day-yacht-for-sale/8251196_2;;ONE MORE DAY;Motor Yacht;;Roscioli;;;;22.2 metres;;;1.7 metres;;;2010;;;;;;;;MTU;;;;;;;;;;;;;;;;;;;;;;;
281;27.96 m;2017;41 kn;6.23 m;116;8;3;https://www.alliedmarine.com/used-yachts-for-sale/2017-pershing-92-morningstar-yacht-for-sale/8899690_2;;MORNINGSTAR;Motor Yacht;92;Pershing;;;;27.96 metres;21.04 metres;6.23 metres;1.65 metres;116;80.4;2017;9212;Deep V / Planing;;41 kn;38 kn;9000 litres;1200 litres;MTU;5276hp;GRP;GRP;Teak;8;4;1;1;2;2;385 nm;@ 38 kn;1;;;;;;;;;;
282;23.5 m;2008;;5.3 m;;6;;https://www.northropandjohnson.com/yachts-for-sale/black-rock-77-leonard;;BLACK ROCK;Motor Yacht;;Leonard;;;;23.5 metres;;5.3 metres;;;;2008;;;;;;6000 litres;1900 litres;;;;;;6;3;;;;;;;;;;;;;;;;;
283;21.6 m;1991;;5.26 m;;8;;https://www.bernard-gallay.com/buy-yacht-for-sale/black-hawk;;BLACK HAWK;Sail Yacht;;Scorpio Maritime LTD;;;;21.6 metres;;5.26 metres;2.2 metres;;;1991;;;;;9 kn;2300 litres;2000 litres;;;;;;8;4;;;;;24 nm;;;;;;;;;;;;
284;36.9 m;2015;15.1 kn;8.18 m;298;10;7;https://www.northropandjohnson.com/yachts-for-sale/safad-121-benetti;;SAFAD;Motor Yacht;Classic 121;Benetti;;;;36.9 metres;;8.18 metres;2.26 metres;298;259;2015;BC132;Full Displacement;RINA;15.1 kn;12 kn;42500 litres;7700 litres;MTU;2894hp;GRP;GRP;Teak;10;5;1;2;2;3;3400 nm;@ 12 kn;;;;;;;;;;;
285;20 m;2004;7.5 kn;4.6 m;;;;https://www.bernard-gallay.com/buy-yacht-for-sale/classic-20-dolce-vita;;DOLCE VITA;Motor Yacht;;Astilleroz Ruiz;;;;20 metres;15.7 metres;4.6 metres;1.35 metres;;38;2004;;;;7.5 kn;6.8 kn;;;;;;;;;;;;;;;;;2022-01-01;;;;;;;;;
286;19.95 m;2013;22 kn;5.03 m;;6;;http://www.bernard-gallay.com/;;OLYMPIC MARITIME;Motor Yacht;;Jianguhua;;;;19.95 metres;;5.03 metres;1.52 metres;;29.8;2013;;;;22 kn;14 kn;1900 litres;1750 litres;;;;;;6;3;;;;;600 nm;;;;;;;;;;;;
287;28.01 m;1972;14 kn;6.49 m;127;8;5;https://www.bernard-gallay.com/buy-yacht-for-sale/daylami;;DAYLAMI;Motor Yacht;;Benetti;;;;28.01 metres;;6.49 metres;2.9 metres;127;;1972;FB 89;Full Displacement;BV;14 kn;13 kn;20000 litres;14000 litres;General Motors;1400hp;Steel;Aluminium;Teak;8;;;;;3;1200 nm;@ 13 kn;;2000-01-01;;;;;;;;;
288;53.5 m;1982;15 kn;8.02 m;446;14;8;https://www.bernard-gallay.com/buy-yacht-for-sale/sanssouci-star;;SANSSOUCI STAR;Motor Yacht;;Husumer;Gebr. Kroger & Co. Kg;Gebr. Kroger & Co. Kg;;53.5 metres;43.92 metres;8.02 metres;2.55 metres;446;378;1982;1473;Full Displacement;GL;15 kn;12 kn;100000 litres;48000 litres;MTU;2570hp;Steel;Steel;Steel,Teak;14;7;1;3;2;3;5000 nm;@ 12 kn;;1984-01-01,2007-01-01,1982-01-01,1992-01-01;;;;;;;;;
289;34.75 m;2013;26 kn;7.28 m;236;10;5;http://www.denisonyachtsales.com/;;EVEREAST;Motor Yacht;Predator 115;Sunseeker;Sunseeker;Sunseeker;Sunseeker;34.75 metres;;7.28 metres;2.35 metres;236;135;2013;;Semi Displacement;RINA;26 kn;20 kn;20550 litres;3800 litres;MTU;5280hp;Fiberglass;GRP;Teak;10;5;1;3;2;2;1 nm;@ 12 kn;;;;;Semi-displacement;;;;;;
290;27.4 m;2018;17 kn;6.6 m;91;9;3;https://www.northropandjohnson.com/yachts-for-sale/cadet-v-89-dominator-yachts;;CADET V;Motor Yacht;Ilumen;Dominator;;;;27.4 metres;23.95 metres;6.6 metres;1.9 metres;91;90.5;2018;D28/3;Semi Displacement;;17 kn;11 kn;11700 litres;1900 litres;MAN;2400hp;Carbon Fibre,Epoxy;Carbon Fibre,Epoxy;Teak;9;4;1;2;2;2;1700 nm;@ 10 kn;;;;;;;;;;;
291;47.55 m;2011;22 kn;8.71 m;492;12;10;https://www.northropandjohnson.com/yachts-for-sale/rochade-156-delta;;ROCHADE;Motor Yacht;;Delta Marine;;;Delta Design Group;47.55 metres;42.16 metres;8.71 metres;2.3 metres;492;385;2011;156-040;Semi Displacement;LR;22 kn;18 kn;52996 litres;7571 litres;MTU;7300hp;GRP;GRP;Teak;12;5;5;3;1;3;2700 nm;@ 12 kn;;;;;;;;;;;
292;26.82 m;2003;42 kn;6.22 m;91;8;4;https://www.denisonyachtsales.com/yacht-listings/Off-The-Grid-88-Pershing-88-2003-San-Diego-California/8985462;;OFF THE GRID;Motor Yacht;88;Pershing;Fulvio De Simoni;Fulvio De Simoni;Fulvio De Simoni;26.82 metres;24 metres;6.22 metres;1.31 metres;91;64;2003;88/11;Deep V / Planing;;42 kn;35 kn;6813.74 litres;1199.98 litres;MTU;4000hp;Fiberglass;GRP;Teak;8;4;1;;2;2;300 nm;@ 35 kn;1;;;;Sports/Open Motor Yacht, Planing Fast Yacht;;;;;;
293;62.3 m;2000;17 kn;10.79 m;1078;12;16;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/flag-00005656;Price from $448,000 p/w •;FLAG;Motor Yacht;;Feadship;;;;62.3 metres;55.05 metres;10.79 metres;3.2 metres;1078;;2000;784;Full Displacement;LR;17 kn;16 kn;140810 litres;37200 litres;Caterpillar;4000hp;Steel;Aluminium;Teak;12;7;1;6;;3;5800 nm;@ 13 kn;;2007-01-01,2012-08-01,2005-01-01,2012-01-01,2023-05-30,2021-12-08,2021-04-01,2022-05-13,2022-11-25;;;;;;;;;
294;79.5 m;2026;23 kn;10 m;1030;18;16;https://www.fraseryachts.com/;;SILVER EDGE;Motor Yacht;;SilverYachts;;;;79.5 metres;;10 metres;2.8 metres;1030;;2026;8;Semi Displacement;;23 kn;14 kn;116000 litres;32600 litres;MTU;7300hp;;;;18;8;1;1;3;3;4500 nm;@ 18 kn;3;;;;;;;;;;
295;46.3 m;2016;26 kn;9.2 m;496;10;9;http://behnemar.com/;;LUCKY ME;;46 Fast;Baglietto;;;;46.3 metres;;9.2 metres;2.1 metres;496;280;2016;10221;Deep V / Planing;LR;26 kn;20 kn;50000 litres;12000 litres;MTU;9220hp;Aluminium;Aluminium;Teak;10;5;1;2;2;3;;;;;;;;;;;;;
296;24.38 m;2001;27 kn;5.82 m;89;8;3;https://www.denisonyachtsales.com/yacht-listings/Bourbon-Legend-80-Lazzara-80-2001-Fort-Lauderdale-Florida/8871411;;BOURBON LEGEND;Motor Yacht;80;Lazzara;Lazzara;Lazzara;Christine Delashmutt;24.38 metres;21.95 metres;5.82 metres;1.37 metres;89;60;2001;80-048;Semi Displacement;;27 kn;24 kn;8327.91 litres;1324.89 litres;MTU;2300hp;Fiberglass;GRP;GRP,Teak;8;5;1;2;2;3;1570 nm;@ 12 kn;;;;;Semi-displacement;;;;;;
297;38 m;2026;15 kn;8.5 m;420;12;;https://floatinglife.com/kiribati/;;KIRIBATI;Motor Yacht;;Cerri Cantieri Navali;;;;38 metres;;8.5 metres;3 metres;420;;2026;;;;15 kn;13 kn;65000 litres;9500 litres;;;;;;12;6;1;;2;;5000 nm;;2;;;;;;;;;;
298;39.62 m;2003;14.5 kn;8.53 m;399;10;6;https://www.fraseryachts.com/;;4* PUPPIES;Motor Yacht;;Palmer Johnson;;Murray & Associates;Preston Phillips, A La Mer;39.62 metres;36.64 metres;8.53 metres;2.21 metres;399;;2003;PJ 235;Semi Displacement;DNV;14.5 kn;12 kn;;;Caterpillar;2000hp;Aluminium;Aluminium;Teak;10;;;;;3;5040 nm;;;2022-07-04;;;;;;;;;
299;25.22 m;2020;23 kn;6.35 m;136;8;3;https://www.oceanindependence.com/yachts-for-sale/yacht/famiglia;;FAMIGLIA;Motor Yacht;Magellano 25M RPH;Azimut;;;;25.22 metres;;6.35 metres;1.9 metres;136;83.4;2020;M25M/16;Semi Displacement;;23 kn;20 kn;8000 litres;1500 litres;MAN;2800hp;GRP;GRP;Teak;8;4;1;1;2;2;;;;;;;;;;;;;
300;30 m;2001;25 kn;6.7 m;141;10;4;https://www.oceanindependence.com/yachts-for-sale/yacht/julie-ii;;JULIE II;Motor Yacht;95 GLX;Astondoa;;;;30 metres;22.4 metres;6.7 metres;1.4 metres;141;99;2001;;Deep V / Planing;;25 kn;16 kn;17500 litres;2440 litres;MAN;3900hp;GRP;GRP;Teak;10;4;1;2;2;2;330 nm;@ 18 kn;1;2017-01-01;;;;;;;;;
301;31.89 m;2014;;7.57 m;114;6;4;https://www.fraseryachts.com/;;SELENA;Motor Yacht;;Nautor Swan;;German Frers;Beiderbeck Designs;31.89 metres;29.37 metres;7.57 metres;4 metres;114;;2014;105-002;Monohull;DNV;;;6000 litres;3000 litres;Cummins;350hp;GRP;GRP;Teak;6;3;1;1;1;;;;;;;;;;;;;;
302;36.6 m;2009;17 kn;7.9 m;299;10;7;https://www.northropandjohnson.com/yachts-for-sale/bunty-120-benetti;;BUNTY;Motor Yacht;Classic 120;Benetti;;;;36.6 metres;31 metres;7.9 metres;1.95 metres;299;220;2009;BC 121;Full Displacement;ABS;17 kn;15 kn;44000 litres;8200 litres;Caterpillar;3000hp;GRP;GRP;Teak;10;5;1;2;2;3;3400 nm;@ 11 kn;1;2019-11-06,2023-09-09,2023-02-22,2020-10-15;;;;;;;;;
303;43.6 m;1988;13.5 kn;8.17 m;362;10;9;https://www.worthavenueyachts.com/yachts-for-sale/starship-2/;;STARSHIP;Motor Yacht;Topaz 143;Van Mill;;Van Mill;;43.6 metres;40.48 metres;8.17 metres;1.98 metres;362;284;1988;146;Semi Displacement;;13.5 kn;15 kn;52990 litres;7570 litres;Caterpillar;4500hp;Aluminium;Aluminium;Teak;10;5;1;3;1;3;2780 nm;@ 12 kn;;1993-01-01,2004-01-01;;;;;;;;;
304;32.6 m;2017;12 kn;6 m;90;6;5;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/ribelle-00009405;;RIBELLE;Sail Yacht;;Vitters;Malcolm McKeon Yacht Design;Malcolm McKeon Yacht Design;Rémi Tessier;32.6 metres;30.2 metres;6 metres;6.05 metres;90;86;2017;3075;Monohull;;12 kn;9 kn;;;;;Carbon Fibre;Carbon Fibre;Teak;6;3;1;;1;;;;1;;;;;;;;;;
305;34.1 m;2007;43 kn;7.35 m;184;8;5;https://camperandnicholsons.com/luxury-motor-yacht-for-sale/lynx-arno-leopard-2007;;LYNX;Motor Yacht;34 Sport;Leopard Yachts;;;;34.1 metres;28.1 metres;7.35 metres;1.22 metres;184;105;2007;34/07;Deep V / Planing;BV;43 kn;37 kn;16000 litres;2000 litres;MTU;;GRP;GRP;Teak;8;4;1;1;1;2;500 nm;@ 33 kn;1;;;;;;;;;;
306;24.38 m;2006;26 kn;6.48 m;127;8;3;https://www.denisonyachtsales.com/yacht-listings/Destiny-Iv-80-Hatteras-80-Motor-Yacht-Sky-Lounge-2006-Daytona-Beach-Florida/8951811;;DESTINY IV;Motor Yacht;80 Motor Yacht Sky Lounge;Hatteras;Hatteras;Hatteras;Hatteras;24.38 metres;20.97 metres;6.48 metres;1.62 metres;127;86;2006;GS614;Deep V / Planing;;26 kn;23 kn;10818.71 litres;1234.04 litres;Caterpillar;3100hp;Fiberglass;GRP;GRP;8;4;1;1;1;3;;;1;;;;Planing Fast Yacht;;;;;;
307;44.5 m;2004;16 kn;8.53 m;428;12;9;https://www.denisonyachtsales.com/yacht-listings/Second-Love-146-Trinity-146-2004-West-Palm-Beach-Florida/9002357;;SECOND LOVE;Motor Yacht;146;Trinity Yachts;Trinity Yachts;Trinity Yachts;Ari Loar Interiors;44.5 metres;37.49 metres;8.53 metres;2.36 metres;428;263;2004;25;Semi Displacement;ABS;16 kn;13 kn;38989.75 litres;11734.78 litres;Caterpillar;4500hp;Aluminum;Aluminium;Teak;12;5;1;3;1;3;3500 nm;@ 10 kn;;2015-01-01;;;Semi-displacement;;;;;;
308;40 m;2014;24 kn;7.9 m;333;10;7;https://www.northropandjohnson.com/yachts-for-sale/far-niente-131-westport;;FAR NIENTE;Motor Yacht;130;Westport;;;;40 metres;35.02 metres;7.9 metres;1.98 metres;333;206;2014;4011;Semi Displacement;ABS;24 kn;20 kn;37721 litres;6533 litres;MTU;5790hp;GRP;GRP;Teak;10;5;1;2;2;3;3000 nm;@ 12 kn;;;;;;;;;;;
309;24.63 m;2021;34 kn;5.55 m;90;8;3;https://floatinglife.com/yacht/azimut-never-give-up/;;NEVER GIVE UP;Motor Yacht;S8;Azimut;;;;24.63 metres;;5.55 metres;1.75 metres;90;55.7;2021;S8/25;Deep V / Planing;;34 kn;27 kn;4000 litres;1100 litres;Volvo Penta;3000hp;GRP;Carbon Fibre;Teak;8;4;1;;2;2;300 nm;@ 20 kn;1;;;;;;;;;;
310;65.23 m;2010;17 kn;11.2 m;1278;18;20;https://www.worthavenueyachts.com/yachts-for-sale/double-down/;;DOUBLE DOWN;Motor Yacht;;Codecasa;;;;65.23 metres;56.5 metres;11.2 metres;3.7 metres;1278;825;2010;C.118;Full Displacement;LR;17 kn;12 kn;120000 litres;30000 litres;Caterpillar;4896hp;Steel;Aluminium;Teak;18;9;1;4;3;4;5000 nm;@ 12 kn;1;;;;Displacement;;;;;;
311;47.85 m;2005;17.5 kn;9 m;499;12;10;https://www.northropandjohnson.com/yachts-for-sale/lisa-mi-amore-157-christensen;;AMORE;Motor Yacht;157;Christensen;;;;47.85 metres;42.64 metres;9 metres;2.4 metres;499;372;2005;027;Semi Displacement;ABS;17.5 kn;16 kn;54888 litres;7570 litres;MTU;3600hp;GRP;GRP;Teak;12;6;1;2;2;3;4300 nm;@ 11 kn;1;;;;;;;;;;
312;32.82 m;2019;26 kn;7.3 m;;10;;https://sieckmann-yachts.de/en/aus_vorbesitz/custom-line-106/;;CUSTOM LINE 106;Motor Yacht;106;Custom Line;;;;32.82 metres;;7.3 metres;2.03 metres;;;2019;;GRP;;26 kn;22 kn;14700 litres;3000 litres;MTU;5276hp;;;;10;5;1;;2;;400 nm;;2;;;;;;;;;;
313;51 m;2011;17.5 kn;9.5 m;620;12;10;https://www.burgessyachts.com/en/buy-a-yacht/yachts-for-sale/atlas-00004375;;ATLAS;Motor Yacht;;Codecasa;;;;51 metres;43.68 metres;9.5 metres;3.5 metres;620;565;2011;C.116;Full Displacement;LR;17.5 kn;16 kn;120000 litres;19000 litres;Caterpillar;4520hp;Steel;Aluminium;Teak;12;6;1;3;2;3;4600 nm;@ 14 kn;1;;;;;;;;;;
314;31.7 m;1995;12 kn;7.52 m;278.94;8;5;https://www.worthavenueyachts.com/yachts-for-sale/aldonza/;;ALDONZA;Motor Yacht;;Astilleros de Mallorca;;De Vries Lentsch;De Vries Lentsch;31.7 metres;27 metres;7.52 metres;2.51 metres;278.94;;1995;239;Full Displacement;LR;12 kn;10 kn;42500 litres;7700 litres;Caterpillar;810hp;Steel;Aluminium;Teak;8;4;1;;2;3;4500 nm;@ 11 kn;1;2011-01-01,1992-01-01;;;;;;;;;
315;35.9 m;2024;24 kn;13.3 m;482;12;5;https://www.fraseryachts.com/;;SILVERCAT;Motor Yacht;SilverCat 36M;SilverYachts;Espen Oeino International;Espen Oeino International;;35.9 metres;;13.3 metres;1.87 metres;482;;2024;802;Catamaran;;24 kn;12 kn;40000 litres;7660 litres;Volvo Penta;3600hp;Aluminum;Aluminium;Teak;12;5;1;2;2;4;;;;;;;Multihull;;;;;;
316;28.65 m;2005;15 kn;6.53 m;138;6;3;https://www.fraseryachts.com/;;KENTUCKY BELLE;Motor Yacht;94;Horizon;;John Lindblom;IK Yacht Design;28.65 metres;;6.53 metres;1.98 metres;138;;2005;94-314;Semi Displacement;;15 kn;10 kn;11356 litres;1703 litres;Caterpillar;2800hp;GRP;GRP;Teak;6;3;1;;1;2;;;1;;;;Semi-displacement;;;;;;
317;28 m;2008;32 kn;6.3 m;98;8;3;https://www.nautica.com.tr/en/yacht-sale-purchase/amer-92-2008-4680;;ALDA 2;Motor Yacht;Amer 92;Permare;;;;28 metres;23.96 metres;6.3 metres;2 metres;98;74;2008;;Deep V / Planing;;32 kn;28 kn;8000 litres;2000 litres;Caterpillar;3650hp;GRP;GRP;Teak;8;4;1;1;1;2;;;1;;;;;;;;;;
318;60.56 m;1979;20 kn;9.69 m;891;18;17;https://www.edmiston.com/yacht-brokerage/yachts/sanoo;;SANOO;Motor Yacht;;Feadship;;;;60.56 metres;54.9 metres;9.69 metres;3.2 metres;891;670;1979;735;Full Displacement;LR;20 kn;16 kn;115000 litres;51000 litres;MTU;6310hp;Steel;Aluminium;Teak;18;9;;;;3;;;;2005-01-01,2016-01-01,2018-05-02;;;Classic Yacht;;;;;;
319;46.1 m;2009;14 kn;8.3 m;271;9;7;https://www.edmiston.com/yacht-brokerage/yachts/nadan;;NADAN;Motor Yacht;;Burger Boat;Burger Boat;Bruce King;Craig Beale, Ken Freivokh;46.1 metres;;8.3 metres;1.83 metres;271;180;2009;500C;Full Displacement;ABS;14 kn;12 kn;16164 litres;5678 litres;Caterpillar;600hp;Aluminium;Aluminium,Teak;Teak;9;4;1;1;1;2;2400 nm;;1;;;;Displacement;;;;;;
320;33.53 m;2024;40 kn;8.2 m;229;;;https://www.edmiston.com/yacht-brokerage/yachts/sp110-03;;SP110-03;Motor Yacht;SP110;Sanlorenzo;;;;33.53 metres;;8.2 metres;1.35 metres;229;102;2024;03;Deep V / Planing;;40 kn;34 kn;;;Caterpillar;;GRP;GRP;Teak;;;;;;2;;;;;;;;;;;;;
321;25.6 m;2004;;11.8 m;;6;;https://www.northropandjohnson.com/yachts-for-sale/azizam-84-jfa;;AZIZAM;Sail Yacht;;JFA Yachts;;;Pierre-Jacques Kubis;25.6 metres;;11.8 metres;4 metres;;45;2004;17;Catamaran;;;;;;Yanmar;300hp;GRP;GRP;GRP;6;3;1;1;1;;;;;2012-01-01;;;Multihull;;;;;;
322;39.08 m;1977;15 kn;7.28 m;321;10;8;https://www.fraseryachts.com/;;EL CARAN;Motor Yacht;;Benetti;;Benetti;Benetti;39.08 metres;32 metres;7.28 metres;3.26 metres;321;328;1977;FB 121;Full Displacement;BV | RINA;15 kn;13 kn;56000 litres;27000 litres;MTU;1390hp;Steel;Aluminium;Teak;10;5;1;;3;3;3500 nm;@ 13 kn;1;1995-01-01,2004-01-01,2012-01-01;;;Classic Yacht;;;;;;
